transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
Manual,Hyundai Creta,2022,₹ 18.50 Lakh,Diesel,5 Seats,"20,000 Kms",First Owner,1493 CC,113.45bhp,,Chennai
Automatic,Kia Carens,2022,₹ 20 Lakh,Diesel,7 Seats,"30,000 Kms",First Owner,1493 CC,114.41bhp,,Chennai
Automatic,Mercedes-Benz E-Class,2017,₹ 45 Lakh,Diesel,5 Seats,"25,000 Kms",First Owner,1950 CC,191.7bhp,16.1 kmpl,Chennai
Manual,Mahindra XUV500,2014,₹ 7 Lakh,Diesel,7 Seats,"80,000 Kms",Third Owner,2179 CC,140bhp,15.1 kmpl,Chennai
Manual,Hyundai Verna,2015,₹ 5.85 Lakh,Petrol,5 Seats,"60,000 Kms",Second Owner,1591 CC,121.3bhp,17.1 kmpl,Chennai
Manual,Tata Harrier,2022,₹ 20.50 Lakh,Diesel,5 Seats,"20,000 Kms",First Owner,1956 CC,167.67bhp,16.35 kmpl,Chennai
Automatic,MG Hector,2022,₹ 19.90 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1451 CC,141bhp,,Chennai
Automatic,MG Hector,2022,₹ 19.90 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1451 CC,141bhp,,Chennai
Manual,Hyundai Creta,2020,₹ 14.45 Lakh,Diesel,5 Seats,"55,037 Kms",Second Owner,1493 CC,113.45bhp,,Chennai
Manual,Hyundai Santro,2018,₹ 4.51 Lakh,Petrol,5 Seats,"65,607 Kms",First Owner,1086 CC,68bhp,20.3 kmpl,Chennai
Manual,Maruti Ertiga Tour,2021,₹ 11 Lakh,CNG,7 Seats,"70,000 Kms",First Owner,1462 CC,91.18bhp,,Chennai
Manual,Hyundai i20,2016,₹ 6.31 Lakh,Petrol,5 Seats,"74,777 Kms",First Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Toyota Etios,2012,₹ 4.11 Lakh,Petrol,5 Seats,"1,02,392 Kms",Second Owner,1496 CC,88.73bhp,17.6 kmpl,Chennai
Manual,Skoda Rapid,2015,₹ 5 Lakh,Diesel,5 Seats,"90,210 Kms",First Owner,1498 CC,103.6bhp,21.14 kmpl,Chennai
Manual,Maruti Swift Dzire,2014,₹ 4.88 Lakh,Petrol,5 Seats,"62,373 Kms",First Owner,1197 CC,88.50bhp,22.41 kmpl,Chennai
Manual,Tata Zest,2015,₹ 4.60 Lakh,Diesel,5 Seats,"80,000 Kms",First Owner,1248 CC,74bhp,22.95 kmpl,Chennai
Automatic,Maruti Celerio,2018,₹ 5.14 Lakh,Petrol,5 Seats,"25,219 Kms",Second Owner,998 CC,65.71bhp,26 kmpl,Chennai
Manual,Maruti Swift,2014,₹ 5.08 Lakh,Diesel,5 Seats,"64,409 Kms",Third Owner,1248 CC,74bhp,25.2 kmpl,Chennai
Manual,Tata Nexon,2018,₹ 8.65 Lakh,Diesel,5 Seats,"52,000 Kms",First Owner,1497 CC,108.5bhp,21.5 kmpl,Chennai
Automatic,Maruti Ciaz,2018,₹ 8.55 Lakh,Petrol,5 Seats,"30,000 Kms",Second Owner,1462 CC,103.25bhp,20.28 kmpl,Chennai
Automatic,Mercedes-Benz S-Class,2020,₹ 1.18 Crore,Diesel,5 Seats,"14,000 Kms",First Owner,2925 CC,281.61bhp,13.5 kmpl,Chennai
Manual,Hyundai Venue,2019,₹ 9.25 Lakh,Diesel,5 Seats,"48,574 Kms",First Owner,1396 CC,88.76bhp,23.7 kmpl,Chennai
Automatic,Honda City,2012,₹ 5.10 Lakh,Petrol,5 Seats,"71,423 Kms",First Owner,1497 CC,"118PS at 6,600 rpm",16.8 kmpl,Chennai
Automatic,Mercedes-Benz E-Class,2020,₹ 57 Lakh,Diesel,5 Seats,"30,000 Kms",First Owner,1950 CC,191.7bhp,16.1 kmpl,Chennai
Manual,Maruti Wagon R,2013,₹ 3.50 Lakh,Petrol,5 Seats,"75,498 Kms",First Owner,998 CC,67.1bhp,18.9 kmpl,Chennai
Manual,Honda City,2017,₹ 6.30 Lakh,Petrol,5 Seats,"95,963 Kms",First Owner,1497 CC,117.3bhp,17.8 kmpl,Chennai
Manual,Maruti Wagon R,2015,₹ 4.10 Lakh,Petrol,5 Seats,"46,613 Kms",First Owner,998 CC,67.04bhp,20.51 kmpl,Chennai
Manual,Honda WR-V,2017,₹ 7.25 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1199 CC,88.7bhp,17.5 kmpl,Chennai
Manual,Honda Amaze,2015,₹ 4.66 Lakh,Petrol,5 Seats,"18,722 Kms",First Owner,1198 CC,86.7bhp,18 kmpl,Chennai
Automatic,Kia Seltos,2023,₹ 18.64 Lakh,Petrol,5 Seats,"5,593 Kms",First Owner,1353 CC,138.08bhp,16.5 kmpl,Chennai
Automatic,Audi Q3,2017,₹ 27 Lakh,Diesel,5 Seats,"40,000 Kms",First Owner,1968 CC,174.33bhp,15.73 kmpl,Chennai
Manual,Maruti Celerio,2021,₹ 5.03 Lakh,Petrol,5 Seats,"20,875 Kms",First Owner,998 CC,65.71bhp,25.24 kmpl,Chennai
Manual,Renault KWID,2018,₹ 3.09 Lakh,Petrol,5 Seats,"46,436 Kms",Second Owner,799 CC,53.3bhp,25.17 kmpl,Chennai
Automatic,Honda City,2016,₹ 6.40 Lakh,Petrol,5 Seats,"1,27,672 Kms",First Owner,1497 CC,117.3bhp,18 kmpl,Chennai
Manual,Hyundai Venue,2021,₹ 8.41 Lakh,Petrol,5 Seats,"12,814 Kms",First Owner,1197 CC,81.86bhp,17.52 kmpl,Chennai
Manual,Tata New Safari,2022,₹ 18.90 Lakh,Diesel,7 Seats,"26,000 Kms",First Owner,1956 CC,167.67bhp,16.14 kmpl,Chennai
Manual,Hyundai i10,2011,₹ 2.88 Lakh,Petrol,5 Seats,"45,851 Kms",First Owner,1197 CC,78.9bhp,20.36 kmpl,Chennai
Manual,Hyundai Venue,2021,₹ 9.40 Lakh,Petrol,5 Seats,"36,349 Kms",First Owner,998 CC,118.35bhp,18 kmpl,Chennai
Automatic,Volkswagen Polo,2018,₹ 8.45 Lakh,Petrol,5 Seats,"35,000 Kms",First Owner,1197 CC,103.5bhp,17.21 kmpl,Chennai
Automatic,Tata New Safari,2021,₹ 20.56 Lakh,Diesel,7 Seats,"17,059 Kms",First Owner,1956 CC,167.67bhp,14.08 kmpl,Chennai
Automatic,BMW X5,2019,₹ 77 Lakh,Diesel,5 Seats,"37,000 Kms",First Owner,2993 CC,261.50bhp,13.38 kmpl,Chennai
Manual,Maruti Wagon R,2016,₹ 4 Lakh,Petrol,5 Seats,"48,163 Kms",Second Owner,998 CC,67.04bhp,20.51 kmpl,Chennai
Manual,Maruti Swift Dzire,2013,₹ 4.25 Lakh,Petrol,5 Seats,"40,000 Kms",Third Owner,1197 CC,85.8bhp,19.1 kmpl,Chennai
Manual,Tata Indigo,2008,₹ 2 Lakh,Diesel,5 Seats,"1,50,000 Kms",Second Owner,1405 CC,70,17 kmpl,Chennai
Manual,Volkswagen Polo,2020,₹ 7.50 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,999 CC,75.10bhp,17.74 kmpl,Chennai
Automatic,Hyundai Creta,2019,₹ 16.90 Lakh,Diesel,5 Seats,"47,000 Kms",First Owner,1582 CC,126.2bhp,17.6 kmpl,Chennai
Manual,Hyundai i10,2013,₹ 3.10 Lakh,Petrol,5 Seats,"1,12,711 Kms",First Owner,1197 CC,78.9bhp,20.36 kmpl,Chennai
Automatic,Toyota Fortuner,2020,₹ 39 Lakh,Diesel,7 Seats,"53,000 Kms",First Owner,2755 CC,174.5bhp,15.04 kmpl,Chennai
Automatic,Maruti Celerio,2016,₹ 4.37 Lakh,Petrol,5 Seats,"65,895 Kms",Second Owner,998 CC,65.71bhp,26.68 kmpl,Chennai
Automatic,Mahindra XUV300,2022,₹ 10.26 Lakh,Petrol,5 Seats,"15,625 Kms",First Owner,1197 CC,108.6bhp,17 kmpl,Chennai
Manual,Maruti Swift,2015,₹ 5.60 Lakh,Diesel,5 Seats,"1,07,595 Kms",First Owner,1248 CC,74bhp,25.2 kmpl,Chennai
Manual,Maruti Ignis,2017,₹ 5.32 Lakh,Petrol,5 Seats,"23,838 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Chennai
Manual,Maruti Alto K10,2015,₹ 3.23 Lakh,Petrol,5 Seats,"28,975 Kms",First Owner,998 CC,65.71bhp,24.39 kmpl,Chennai
Manual,Honda WR-V,2018,₹ 7.70 Lakh,Petrol,5 Seats,"30,742 Kms",First Owner,1199 CC,88.7bhp,17.5 kmpl,Chennai
Manual,Maruti S-Presso,2022,₹ 4.92 Lakh,Petrol,5 Seats,"10,363 Kms",First Owner,998 CC,65.71bhp,21.7 kmpl,Chennai
Manual,Honda City,2015,₹ 6.50 Lakh,Petrol,5 Seats,"1,00,000 Kms",First Owner,1497 CC,117.3bhp,17.4 kmpl,Chennai
Manual,Honda City,2016,₹ 6.33 Lakh,Petrol,5 Seats,"75,555 Kms",First Owner,1497 CC,117.3bhp,17.8 kmpl,Chennai
Manual,Hyundai Creta,2018,₹ 9.82 Lakh,Petrol,5 Seats,"60,929 Kms",Second Owner,1591 CC,121.3bhp,15.8 kmpl,Chennai
Automatic,BMW X5,2009,₹ 13.50 Lakh,Diesel,5 Seats,"78,000 Kms",Second Owner,2993 CC,245bhp,11.7 kmpl,Chennai
Manual,Maruti Vitara Brezza,2017,₹ 9 Lakh,Diesel,5 Seats,"1,20,000 Kms",First Owner,1248 CC,88.5bhp,24.3 kmpl,Chennai
Manual,Honda Amaze,2014,₹ 3.70 Lakh,Diesel,5 Seats,"1,43,185 Kms",First Owner,1498 CC,98.6bhp,25.8 kmpl,Chennai
Manual,Maruti Ciaz,2017,₹ 6.20 Lakh,Petrol,5 Seats,"1,15,434 Kms",First Owner,1373 CC,91.1bhp,20.73 kmpl,Chennai
Manual,Maruti Ignis,2018,₹ 4.80 Lakh,Petrol,5 Seats,"43,000 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Chennai
Manual,Honda Brio,2015,₹ 4.30 Lakh,Petrol,5 Seats,"63,309 Kms",First Owner,1198 CC,86.8bhp,18.5 kmpl,Chennai
Manual,Maruti Swift,2015,₹ 5 Lakh,Diesel,5 Seats,"1,50,000 Kms",First Owner,1248 CC,74bhp,25.2 kmpl,Chennai
Automatic,BMW 7 Series,2019,₹ 76 Lakh,Diesel,5 Seats,"53,000 Kms",First Owner,2993 CC,258bhp,16.46 kmpl,Chennai
Manual,Maruti Baleno,2019,₹ 7.90 Lakh,Petrol,5 Seats,"39,386 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Chennai
Automatic,BMW 6 Series,2018,₹ 52 Lakh,Diesel,4 Seats,"42,000 Kms",First Owner,2993 CC,261.4bhp,17.09 kmpl,Chennai
Automatic,Renault Triber,2021,₹ 7.76 Lakh,Petrol,7 Seats,"29,257 Kms",First Owner,999 CC,71.01bhp,18.2 kmpl,Chennai
Automatic,Maruti Baleno,2017,₹ 7.02 Lakh,Petrol,5 Seats,"61,829 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Chennai
Manual,Maruti Alto K10,2014,₹ 2.90 Lakh,Petrol,5 Seats,"83,901 Kms",First Owner,998 CC,67.05bhp,23.95 kmpl,Chennai
Manual,Maruti Celerio,2014,₹ 3.83 Lakh,Petrol,5 Seats,"33,295 Kms",First Owner,998 CC,65.71bhp,25.24 kmpl,Chennai
Manual,Maruti Celerio,2015,₹ 4.11 Lakh,Petrol,5 Seats,"33,610 Kms",First Owner,998 CC,65.71bhp,25.24 kmpl,Chennai
Manual,Maruti Ciaz,2014,₹ 6.15 Lakh,Diesel,5 Seats,"95,600 Kms",First Owner,1248 CC,88.5bhp,26.21 kmpl,Chennai
Manual,Tata Tiago,2018,₹ 5.15 Lakh,Petrol,5 Seats,"20,960 Kms",First Owner,1199 CC,84bhp,23.84 kmpl,Chennai
Automatic,BMW 3 Series,2016,₹ 25.75 Lakh,Diesel,5 Seats,"66,000 Kms",First Owner,1995 CC,187.74bhp,20.37 kmpl,Chennai
Manual,Hyundai i20,2015,₹ 5.07 Lakh,Petrol,5 Seats,"85,105 Kms",Second Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Hyundai EON,2016,₹ 3.22 Lakh,Petrol,5 Seats,"44,519 Kms",Second Owner,814 CC,55.2bhp,21.1 kmpl,Chennai
Manual,Maruti Baleno,2017,₹ 5.75 Lakh,Petrol,5 Seats,"54,024 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Chennai
Manual,Maruti Baleno,2020,₹ 8.50 Lakh,Petrol,5 Seats,"20,027 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Chennai
Automatic,Audi A6,2019,₹ 37 Lakh,Diesel,5 Seats,"44,000 Kms",First Owner,1968 CC,187.74bhp,18.53 kmpl,Chennai
Automatic,Audi Q3,2014,₹ 18 Lakh,Diesel,5 Seats,"58,000 Kms",First Owner,1968 CC,174.33bhp,15.73 kmpl,Chennai
Manual,Honda Amaze,2013,₹ 4.25 Lakh,Diesel,5 Seats,"67,905 Kms",First Owner,1498 CC,98.6bhp,25.8 kmpl,Chennai
Manual,Maruti Baleno,2017,₹ 6.50 Lakh,Petrol,5 Seats,"62,604 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Chennai
Manual,Toyota Innova,2009,₹ 7.50 Lakh,Diesel,7 Seats,"1,20,000 Kms",First Owner,2494 CC,102,12.8 kmpl,Chennai
Manual,Honda Amaze,2014,₹ 4.50 Lakh,Diesel,5 Seats,"1,05,781 Kms",First Owner,1498 CC,98.6bhp,25.8 kmpl,Chennai
Manual,Maruti Ciaz,2017,₹ 7.20 Lakh,Petrol,5 Seats,"68,724 Kms",First Owner,1373 CC,91.1bhp,20.73 kmpl,Chennai
Automatic,Maruti Celerio,2014,₹ 4.25 Lakh,Petrol,5 Seats,"67,000 Kms",First Owner,998 CC,67.04bhp,23.1 kmpl,Chennai
Manual,Hyundai i10,2010,₹ 2.35 Lakh,Petrol,5 Seats,"1,10,273 Kms",Second Owner,1197 CC,78.9bhp,20.36 kmpl,Chennai
Automatic,Maruti Celerio,2016,₹ 4.37 Lakh,Petrol,5 Seats,"65,628 Kms",Second Owner,998 CC,67.04bhp,23.1 kmpl,Chennai
Manual,Volkswagen Polo,2014,₹ 4.10 Lakh,Petrol,5 Seats,"1,06,075 Kms",First Owner,1198 CC,74bhp,16.47 kmpl,Chennai
Manual,Maruti Ignis,2022,₹ 7.31 Lakh,Petrol,5 Seats,"6,023 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Chennai
Manual,Tata Tiago,2018,₹ 5.02 Lakh,Petrol,5 Seats,"38,999 Kms",Second Owner,1199 CC,84bhp,23.84 kmpl,Chennai
Manual,Toyota Innova Crysta,2018,₹ 20.50 Lakh,Diesel,7 Seats,"1,05,000 Kms",First Owner,2393 CC,147.51bhp,13.68 kmpl,Chennai
Automatic,Tata New Safari,2022,₹ 19.63 Lakh,Diesel,7 Seats,"7,811 Kms",First Owner,1956 CC,167.67bhp,14.08 kmpl,Chennai
Manual,Maruti Alto K10,2011,₹ 2.22 Lakh,Petrol,5 Seats,"58,747 Kms",Second Owner,998 CC,67.1bhp,20.92 kmpl,Chennai
Manual,Tata Harrier,2019,₹ 14.97 Lakh,Diesel,5 Seats,"34,965 Kms",First Owner,1956 CC,138.1bhp,17 kmpl,Chennai
Manual,Ford Ecosport,2015,₹ 5.29 Lakh,Diesel,5 Seats,"1,06,360 Kms",Second Owner,1498 CC,89.84bhp,22.7 kmpl,Chennai
Manual,Maruti Ritz,2010,₹ 2.10 Lakh,Petrol,5 Seats,"1,62,049 Kms",Second Owner,1197 CC,85.80bhp,18.5 kmpl,Chennai
Automatic,Mercedes-Benz GLE,2020,₹ 74.50 Lakh,Diesel,5 Seats,"30,000 Kms",First Owner,1950 CC,241.38bhp,,Chennai
Manual,Toyota Urban cruiser,2021,₹ 9.75 Lakh,Petrol,5 Seats,"26,000 Kms",First Owner,1462 CC,103.26bhp,17.03 kmpl,Chennai
Automatic,Kia Seltos,2020,₹ 14.50 Lakh,Petrol,5 Seats,"25,000 Kms",First Owner,1497 CC,113.43bhp,,Chennai
Automatic,Mercedes-Benz GLC,2021,₹ 62 Lakh,Diesel,5 Seats,"35,000 Kms",First Owner,1950 CC,194bhp,,Chennai
Manual,Maruti Swift,2020,₹ 5.95 Lakh,Petrol,5 Seats,"57,000 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Chennai
Manual,Hyundai Creta,2017,₹ 7.67 Lakh,Petrol,5 Seats,"49,000 Kms",First Owner,1591 CC,121.3bhp,15.29 kmpl,Chennai
Manual,Hyundai i20,2022,₹ 8.25 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1197 CC,81.80bhp,21 kmpl,Chennai
Manual,Hyundai Santro,2002,"₹ 45,000 ",Petrol,5 Seats,"1,20,000 Kms",Third Owner,1086 CC,,,Chennai
Automatic,Hyundai i10,2014,₹ 3.35 Lakh,Petrol,5 Seats,"40,000 Kms",Third Owner,1197 CC,78.9bhp,16.95 kmpl,Chennai
Automatic,Honda Jazz,2015,₹ 5.58 Lakh,Petrol,5 Seats,"53,250 Kms",First Owner,1199 CC,88.7bhp,19 kmpl,Chennai
Manual,Tata Tiago,2022,₹ 6.49 Lakh,Petrol,5 Seats,"8,848 Kms",First Owner,1199 CC,84.82bhp,19.01 kmpl,Chennai
Automatic,Tata Harrier,2022,₹ 22.50 Lakh,Diesel,5 Seats,"3,000 Kms",First Owner,1956 CC,167.67bhp,14.6 kmpl,Chennai
Manual,Skoda Rapid,2021,₹ 11.10 Lakh,Petrol,5 Seats,"34,628 Kms",First Owner,999 CC,108.62bhp,18.97 kmpl,Chennai
Manual,Maruti Ignis,2022,₹ 6.72 Lakh,Petrol,5 Seats,"8,579 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Chennai
Manual,Renault Triber,2022,₹ 6.75 Lakh,Petrol,7 Seats,"17,000 Kms",First Owner,999 CC,71.01bhp,20 kmpl,Chennai
Manual,Honda City,2017,₹ 7.95 Lakh,Petrol,5 Seats,"40,021 Kms",First Owner,1497 CC,117.3bhp,17.8 kmpl,Chennai
Automatic,Mercedes-Benz GLS,2021,₹ 1.13 Crore,Diesel,7 Seats,"52,000 Kms",First Owner,2925 CC,325.86bhp3600-4200rpm,,Chennai
Manual,Hyundai i20,2017,₹ 5.87 Lakh,Petrol,5 Seats,"46,946 Kms",Second Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Automatic,Honda Jazz,2019,₹ 8.07 Lakh,Petrol,5 Seats,"30,772 Kms",First Owner,1199 CC,88.7bhp,18.2 kmpl,Chennai
Manual,Ford Figo,2012,₹ 2.60 Lakh,Diesel,5 Seats,"74,008 Kms",First Owner,1399 CC,68bhp,20 kmpl,Chennai
Manual,Maruti Swift Dzire,2017,₹ 7.60 Lakh,Diesel,5 Seats,"31,000 Kms",First Owner,1248 CC,74.02bhp,28.4 kmpl,Chennai
Manual,Mahindra Bolero,2022,₹ 10.70 Lakh,Diesel,7 Seats,"20,000 Kms",First Owner,1493 CC,74.96bhp,16 kmpl,Chennai
Manual,Maruti Baleno,2020,₹ 6.50 Lakh,Petrol,5 Seats,"20,000 Kms",Second Owner,1197 CC,81.80bhp,21.01 kmpl,Chennai
Automatic,Maruti S-Presso,2020,₹ 5.20 Lakh,Petrol,5 Seats,"31,137 Kms",First Owner,998 CC,67.05bhp,21.7 kmpl,Chennai
Manual,Maruti Swift Dzire,2011,₹ 3.50 Lakh,Diesel,5 Seats,"90,000 Kms",First Owner,1248 CC,73.9bhp,19.3 kmpl,Chennai
Manual,Hyundai Creta,2015,₹ 8.75 Lakh,Petrol,5 Seats,"77,000 Kms",First Owner,1591 CC,121.3bhp,15.8 kmpl,Chennai
Automatic,BMW 3 Series GT,2019,₹ 43.50 Lakh,Diesel,5 Seats,"16,000 Kms",First Owner,1995 CC,188bhp,21.76 kmpl,Chennai
Automatic,Mahindra XUV500,2018,₹ 14.50 Lakh,Diesel,7 Seats,"23,000 Kms",First Owner,2179 CC,140bhp,16 kmpl,Chennai
Manual,Mahindra Thar,2022,₹ 17.25 Lakh,Petrol,4 Seats,"9,000 Kms",First Owner,1997 CC,150bhp,15.2 kmpl,Chennai
Manual,Datsun RediGO,2018,₹ 3.02 Lakh,Petrol,5 Seats,"28,733 Kms",First Owner,799 CC,53.64bhp,22.7 kmpl,Chennai
Automatic,Hyundai Verna,2018,₹ 10.60 Lakh,Diesel,5 Seats,"61,828 Kms",First Owner,1582 CC,126.2bhp,22 kmpl,Chennai
Manual,Toyota Innova,2007,₹ 6 Lakh,Diesel,8 Seats,"1,50,000 Kms",Second Owner,2494 CC,102,12.8 kmpl,Chennai
Manual,Tata Tigor,2022,₹ 7.22 Lakh,Petrol,5 Seats,"60,431 Kms",First Owner,1199 CC,84.82bhp,19.28 kmpl,Chennai
Manual,Maruti Celerio X,2018,₹ 4.63 Lakh,Petrol,5 Seats,"53,269 Kms",First Owner,998 CC,67bhp,21.63 kmpl,Chennai
Automatic,MG Hector,2021,₹ 17.70 Lakh,Petrol,5 Seats,"38,000 Kms",First Owner,1451 CC,141bhp,,Chennai
Manual,Honda Amaze,2019,₹ 6.27 Lakh,Petrol,5 Seats,"37,778 Kms",Second Owner,1199 CC,88.76bhp,19.5 kmpl,Chennai
Manual,Maruti Baleno,2017,₹ 5.75 Lakh,Petrol,5 Seats,"54,024 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Chennai
Manual,Tata Nexon,2018,₹ 6.58 Lakh,Petrol,5 Seats,"85,941 Kms",Second Owner,1198 CC,108.5bhp,17 kmpl,Chennai
Automatic,Maruti Celerio X,2018,₹ 4.77 Lakh,Petrol,5 Seats,"89,329 Kms",First Owner,998 CC,67bhp,21.63 kmpl,Chennai
Manual,Tata Tiago,2019,₹ 5 Lakh,Petrol,5 Seats,"40,000 Kms",Second Owner,1199 CC,84bhp,23.84 kmpl,Chennai
Manual,Maruti Swift,2017,₹ 6.50 Lakh,Petrol,5 Seats,"17,000 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Chennai
Manual,Maruti Ignis,2017,₹ 4.55 Lakh,Petrol,5 Seats,"83,887 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Chennai
Manual,Hyundai i20 Active,2015,₹ 4.75 Lakh,Diesel,5 Seats,"1,50,000 Kms",First Owner,1396 CC,88.73bhp,21.19 kmpl,Chennai
Automatic,Toyota Innova Crysta,2021,₹ 28 Lakh,Diesel,7 Seats,"39,000 Kms",First Owner,2393 CC,148bhp,12 kmpl,Chennai
Automatic,Hyundai Verna,2018,₹ 9.75 Lakh,Petrol,5 Seats,"23,000 Kms",First Owner,1591 CC,121.3bhp,17 kmpl,Chennai
Manual,Hyundai Verna,2017,₹ 7.50 Lakh,Petrol,5 Seats,"80,000 Kms",First Owner,1591 CC,121.3bhp,17 kmpl,Chennai
Automatic,Maruti Celerio,2016,₹ 4.85 Lakh,Petrol,5 Seats,"34,000 Kms",First Owner,998 CC,67.04bhp,23.1 kmpl,Chennai
Manual,Maruti Celerio,2017,₹ 4.60 Lakh,Petrol,5 Seats,"29,973 Kms",First Owner,998 CC,67.04bhp,23.1 kmpl,Chennai
Manual,Honda City,2021,₹ 12.65 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1498 CC,119.35bhp,18.6 kmpl,Chennai
Manual,Hyundai i20 Active,2016,₹ 5.67 Lakh,Diesel,5 Seats,"80,805 Kms",Second Owner,1396 CC,88.73bhp,21.19 kmpl,Chennai
Manual,Tata Tiago,2020,₹ 6.19 Lakh,Petrol,5 Seats,"26,235 Kms",First Owner,1199 CC,83.83bhp,23.84 kmpl,Chennai
Manual,Honda City,2017,₹ 6.30 Lakh,Petrol,5 Seats,"95,963 Kms",,1497 CC,117.3bhp,17.8 kmpl,Chennai
Manual,Hyundai Creta,2018,₹ 8.35 Lakh,Petrol,5 Seats,"83,294 Kms",First Owner,1591 CC,121.3bhp,15.8 kmpl,Chennai
Manual,MG Hector,2021,₹ 17.03 Lakh,Diesel,5 Seats,"17,963 Kms",Second Owner,1956 CC,167.68bhp,17.41 kmpl,Chennai
Manual,Maruti Baleno,2019,₹ 6.35 Lakh,Petrol,5 Seats,"1,02,696 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Chennai
Manual,Hyundai i20,2019,₹ 6.35 Lakh,Diesel,5 Seats,"57,206 Kms",Second Owner,1396 CC,88.76bhp,22.54 kmpl,Chennai
Manual,Ford Figo,2013,₹ 3 Lakh,Diesel,5 Seats,"1,20,000 Kms",Second Owner,1399 CC,68.05bhp,20 kmpl,Chennai
Manual,Hyundai i20,2017,₹ 6.57 Lakh,Petrol,5 Seats,"81,829 Kms",First Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Maruti Celerio,2014,₹ 3.90 Lakh,Petrol,5 Seats,"54,395 Kms",Second Owner,998 CC,65.71bhp,25.24 kmpl,Chennai
Manual,Tata Tigor,2019,₹ 6.20 Lakh,Diesel,5 Seats,"50,000 Kms",First Owner,1047 CC,69bhp,24.7 kmpl,Chennai
Manual,Volkswagen Ameo,2017,₹ 4.65 Lakh,Petrol,5 Seats,"70,000 Kms",Second Owner,1198 CC,73.75bhp,17 kmpl,Chennai
Manual,Hyundai i20,2015,₹ 5.90 Lakh,Petrol,5 Seats,"36,000 Kms",First Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Isuzu MU 7,2016,₹ 9.50 Lakh,Diesel,7 Seats,"1,25,000 Kms",Second Owner,2999 CC,161bhp,12.08 kmpl,Chennai
Automatic,Mercedes-Benz CLA,2018,₹ 21.50 Lakh,Diesel,5 Seats,"75,000 Kms",Second Owner,2143 CC,136bhp,17.9 kmpl,Chennai
Automatic,Mercedes-Benz E-Class,2018,₹ 46 Lakh,Diesel,5 Seats,"45,007 Kms",First Owner,1950 CC,191.76bhp,16.1 kmpl,Chennai
Manual,Honda Amaze,2016,₹ 4.90 Lakh,Petrol,5 Seats,"49,617 Kms",First Owner,1199 CC,88.76bhp,19.5 kmpl,Chennai
Manual,Toyota Etios,2016,₹ 6.20 Lakh,Petrol,5 Seats,"57,782 Kms",First Owner,1496 CC,88.73bhp,16.78 kmpl,Chennai
Automatic,Skoda Superb,2015,₹ 19.50 Lakh,Diesel,5 Seats,"38,000 Kms",First Owner,1968 CC,138.03bhp,17.2 kmpl,Chennai
Automatic,BMW 5 Series,2008,₹ 6.80 Lakh,Diesel,5 Seats,"1,10,000 Kms",Third Owner,2993 CC,235 ,11.5 kmpl,Chennai
Manual,Honda Jazz,2018,₹ 5.94 Lakh,Petrol,5 Seats,"22,066 Kms",Second Owner,1199 CC,88.7bhp,18.7 kmpl,Chennai
Manual,Hyundai i20,2016,₹ 5.36 Lakh,Petrol,5 Seats,"65,707 Kms",First Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Maruti Celerio,2015,₹ 3.65 Lakh,Petrol,5 Seats,"89,488 Kms",First Owner,998 CC,67.04bhp,23.1 kmpl,Chennai
Automatic,Maruti Ignis,2017,₹ 5.44 Lakh,Petrol,5 Seats,"88,663 Kms",Second Owner,1197 CC,81.80bhp,20.89 kmpl,Chennai
Manual,Tata Tiago,2020,₹ 5.66 Lakh,Petrol,5 Seats,"31,679 Kms",First Owner,1199 CC,83.83bhp,23.84 kmpl,Chennai
Manual,Hyundai Grand i10,2013,₹ 4.20 Lakh,Petrol,5 Seats,"68,178 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Chennai
